Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,Pneumonia or Influenza,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Michigan,65 years and over,66,1382,87,0,87,130,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Minnesota,All Ages,89,964,60,,61,126,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Minnesota,0-17 years,0,12,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Minnesota,18-64 years,13,224,11,0,11,19,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Minnesota,65 years and over,76,728,49,,50,107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Mississippi,All Ages,69,723,68,0,68,101,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Mississippi,0-17 years,0,10,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Mississippi,18-64 years,21,215,17,0,17,25,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Mississippi,65 years and over,48,498,51,0,51,76,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Missouri,All Ages,42,1217,73,,74,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Missouri,0-17 years,0,18,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Missouri,18-64 years,,329,13,,14,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Missouri,65 years and over,35,870,60,0,60,84,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Montana,All Ages,,220,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Montana,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Montana,18-64 years,0,59,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Montana,65 years and over,,155,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Nebraska,All Ages,31,316,26,0,26,44,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Nebraska,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Nebraska,18-64 years,10,59,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Nebraska,65 years and over,21,248,20,0,20,33,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Nevada,All Ages,15,531,35,0,35,41,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Nevada,0-17 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Nevada,18-64 years,,159,14,0,14,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Nevada,65 years and over,13,366,21,0,21,26,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New Hampshire,All Ages,32,289,14,0,14,38,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New Hampshire,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New Hampshire,18-64 years,,51,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New Hampshire,65 years and over,30,237,14,0,14,36,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New Jersey,All Ages,216,1507,167,0,167,283,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New Jersey,0-17 years,0,10,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New Jersey,18-64 years,48,366,39,0,39,62,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New Jersey,65 years and over,168,1131,128,0,128,221,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New Mexico,All Ages,32,441,43,0,43,56,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New Mexico,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New Mexico,18-64 years,10,138,12,0,12,15,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New Mexico,65 years and over,22,298,31,0,31,41,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New York,All Ages,170,1915,180,0,180,277,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New York,0-17 years,0,16,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New York,18-64 years,32,445,44,0,44,59,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New York,65 years and over,138,1454,136,0,136,218,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New York City,All Ages,151,1098,117,,118,217,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New York City,0-17 years,0,14,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New York City,18-64 years,44,316,29,,30,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,New York City,65 years and over,107,768,88,0,88,160,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,North Carolina,All Ages,111,1863,137,0,137,204,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,North Carolina,0-17 years,0,20,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,North Carolina,18-64 years,30,551,37,0,37,54,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,North Carolina,65 years and over,81,1292,100,0,100,150,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,North Dakota,All Ages,,135,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,North Dakota,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,North Dakota,18-64 years,,38,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,North Dakota,65 years and over,,94,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Ohio,All Ages,134,2414,150,,151,229,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Ohio,0-17 years,0,30,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Ohio,18-64 years,28,635,25,0,25,43,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Ohio,65 years and over,106,1749,125,,126,186,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Oklahoma,All Ages,18,786,67,0,67,81,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Oklahoma,0-17 years,0,18,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Oklahoma,18-64 years,,220,23,0,23,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Oklahoma,65 years and over,11,548,44,0,44,52,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Oregon,All Ages,15,715,25,,26,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Oregon,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Oregon,18-64 years,0,170,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Oregon,65 years and over,15,542,21,,22,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Pennsylvania,All Ages,207,2542,169,0,169,307,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Pennsylvania,0-17 years,0,22,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Pennsylvania,18-64 years,28,628,34,0,34,47,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Pennsylvania,65 years and over,179,1892,135,0,135,260,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Rhode Island,All Ages,26,205,17,0,17,35,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Rhode Island,0-17 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Rhode Island,18-64 years,,53,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Rhode Island,65 years and over,21,151,12,0,12,27,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,South Carolina,All Ages,50,1100,76,0,76,106,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,South Carolina,0-17 years,0,13,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,South Carolina,18-64 years,19,347,23,0,23,33,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,South Carolina,65 years and over,31,740,53,0,53,73,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,South Dakota,All Ages,,153,11,0,11,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,South Dakota,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,South Dakota,18-64 years,,28,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,South Dakota,65 years and over,,123,10,0,10,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Tennessee,All Ages,34,1437,95,,96,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Tennessee,0-17 years,0,11,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Tennessee,18-64 years,,447,24,0,24,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Tennessee,65 years and over,29,979,71,,72,90,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Texas,All Ages,222,4333,309,,310,436,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Texas,0-17 years,0,94,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Texas,18-64 years,91,1314,85,0,85,146,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Texas,65 years and over,131,2925,223,,224,289,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Utah,All Ages,19,378,19,0,19,32,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Utah,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Utah,18-64 years,,90,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Utah,65 years and over,12,282,13,0,13,23,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Vermont,All Ages,0,116,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Vermont,0-17 years,0,0,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Vermont,18-64 years,0,29,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Vermont,65 years and over,0,87,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Virginia,All Ages,112,1442,111,0,111,173,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Virginia,0-17 years,0,20,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Virginia,18-64 years,24,405,30,0,30,39,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Virginia,65 years and over,88,1017,81,0,81,134,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Washington,All Ages,45,1101,65,,66,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Washington,0-17 years,0,12,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Washington,18-64 years,15,279,18,0,18,24,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Washington,65 years and over,30,810,47,,48,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,West Virginia,All Ages,,469,32,0,32,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,West Virginia,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,West Virginia,18-64 years,,124,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,West Virginia,65 years and over,,342,27,0,27,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Wisconsin,All Ages,40,1014,39,0,39,70,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Wisconsin,0-17 years,0,12,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Wisconsin,18-64 years,,234,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Wisconsin,65 years and over,33,768,36,0,36,60,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Wyoming,All Ages,,102,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Wyoming,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Wyoming,18-64 years,,27,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,Wyoming,65 years and over,0,74,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 1,All Ages,332,2623,210,0,210,435,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 1,0-17 years,,11,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 1,18-64 years,41,623,33,0,33,58,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 1,65 years and over,290,1989,177,0,177,376,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 2,All Ages,537,4520,464,,465,777,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 2,0-17 years,0,40,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 2,18-64 years,124,1127,112,,113,178,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 2,65 years and over,413,3353,352,0,352,599,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 3,All Ages,558,5950,480,,481,808,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 3,0-17 years,0,60,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 3,18-64 years,120,1604,124,0,124,172,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 3,65 years and over,438,4286,356,,357,636,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 4,All Ages,704,13190,979,,981,1363,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 4,0-17 years,,148,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 4,18-64 years,175,3773,236,0,236,327,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 4,65 years and over,528,9269,743,,745,1035,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 5,All Ages,793,10021,741,,743,1200,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 5,0-17 years,0,124,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 5,18-64 years,162,2597,141,0,141,230,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 5,65 years and over,631,7300,600,,602,970,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 6,All Ages,382,7189,538,,539,749,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 6,0-17 years,,141,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 6,18-64 years,135,2174,151,0,151,234,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 6,65 years and over,246,4874,385,,386,512,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 7,All Ages,120,2671,173,,174,248,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 7,0-17 years,0,42,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 7,18-64 years,28,654,32,,33,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 7,65 years and over,92,1975,141,0,141,202,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 8,All Ages,92,1790,104,0,104,152,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 8,0-17 years,0,29,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 8,18-64 years,23,456,23,0,23,33,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 8,65 years and over,69,1305,80,0,80,118,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 9,All Ages,633,7751,734,,735,1020,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 9,0-17 years,,79,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 9,18-64 years,177,2023,194,0,194,272,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 9,65 years and over,455,5649,539,,540,746,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 10,All Ages,67,2192,109,,111,147,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 10,0-17 years,0,22,0,0,0,0,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 10,18-64 years,15,554,28,0,28,34,
04/29/2021,06/07/2020,06/13/2020,2020,24,06/13/2020,By Week,Week-ending,HHS Region 10,65 years and over,52,1616,81,,83,113,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,United States,All Ages,3826,57875,4364,8,4372,6591,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,United States,0-17 years,2,690,5,0,5,7,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,United States,18-64 years,901,15552,1030,1,1031,1492,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,United States,65 years and over,2923,41633,3329,7,3336,5092,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Alabama,All Ages,96,1105,81,0,81,148,
